,gene_id,database,kegg_id
10211,WA5_RS03265,KEGG_Reaction,R01287
10212,WA5_RS03265,KEGG_Reaction,R04859
10213,WA5_RS03280,KEGG_Reaction,R04424
10214,WA5_RS03285,KEGG_Reaction,R00409
10215,WA5_RS03290,KEGG_Reaction,R00351
10216,WA5_RS03290,KEGG_Reaction,R00931
10217,WA5_RS03310,KEGG_Reaction,R00267
10218,WA5_RS03310,KEGG_Reaction,R00268
10219,WA5_RS03310,KEGG_Reaction,R01899
10220,WA5_RS03375,KEGG_Reaction,R03664
10221,WA5_RS03410,KEGG_Reaction,R00966
10222,WA5_RS03420,KEGG_Reaction,R01818
10223,WA5_RS03430,KEGG_Reaction,R00209
10224,WA5_RS03430,KEGG_Reaction,R01221
10225,WA5_RS03430,KEGG_Reaction,R01698
10226,WA5_RS03430,KEGG_Reaction,R03815
10227,WA5_RS03430,KEGG_Reaction,R07618
10228,WA5_RS03430,KEGG_Reaction,R08549
10229,WA5_RS03435,KEGG_Reaction,R00344
10230,WA5_RS03455,KEGG_Reaction,R02016
10231,WA5_RS03455,KEGG_Reaction,R03596
10232,WA5_RS03455,KEGG_Reaction,R09372
10233,WA5_RS03460,KEGG_Reaction,R04424
10234,WA5_RS03465,KEGG_Reaction,R00409
10235,WA5_RS03470,KEGG_Reaction,R00351
10236,WA5_RS03470,KEGG_Reaction,R00931
10237,WA5_RS03490,KEGG_Reaction,R00742
10238,WA5_RS03490,KEGG_Reaction,R01859
10239,WA5_RS03490,KEGG_Reaction,R04385
10240,WA5_RS03495,KEGG_Reaction,R01931
10241,WA5_RS03495,KEGG_Reaction,R03105
10242,WA5_RS03495,KEGG_Reaction,R03106
10243,WA5_RS03525,KEGG_Reaction,R01859
10244,WA5_RS03530,KEGG_Reaction,R01859
10245,WA5_RS03535,KEGG_Reaction,R01074
10246,WA5_RS03535,KEGG_Reaction,R05145
10247,WA5_RS03545,KEGG_Reaction,R07404
10248,WA5_RS03560,KEGG_Reaction,R07405
10249,WA5_RS03585,KEGG_Reaction,R04533
10250,WA5_RS03585,KEGG_Reaction,R04534
10251,WA5_RS03585,KEGG_Reaction,R04536
10252,WA5_RS03585,KEGG_Reaction,R04543
10253,WA5_RS03585,KEGG_Reaction,R04566
10254,WA5_RS03585,KEGG_Reaction,R04953
10255,WA5_RS03585,KEGG_Reaction,R04964
10256,WA5_RS03585,KEGG_Reaction,R07759
10257,WA5_RS03585,KEGG_Reaction,R07763
10258,WA5_RS03585,KEGG_Reaction,R10116
10259,WA5_RS03585,KEGG_Reaction,R10120
10260,WA5_RS03585,KEGG_Reaction,R11671
10261,WA5_RS03690,KEGG_Reaction,R00885
10262,WA5_RS03710,KEGG_Reaction,R01818
10263,WA5_RS03720,KEGG_Reaction,R01819
10264,WA5_RS03735,KEGG_Reaction,R00192
10265,WA5_RS03735,KEGG_Reaction,R04936
10266,WA5_RS03740,KEGG_Reaction,R02094
10267,WA5_RS03740,KEGG_Reaction,R02098
10268,WA5_RS03790,KEGG_Reaction,R00615
10269,WA5_RS03790,KEGG_Reaction,R02135
10270,WA5_RS03795,KEGG_Reaction,R03460
10271,WA5_RS03870,KEGG_Reaction,R00103
10272,WA5_RS03870,KEGG_Reaction,R03004
10273,WA5_RS03870,KEGG_Reaction,R11104
10274,WA5_RS03920,KEGG_Reaction,R07456
10275,WA5_RS03925,KEGG_Reaction,R07456
10276,WA5_RS03990,KEGG_Reaction,R01185
10277,WA5_RS03990,KEGG_Reaction,R01186
10278,WA5_RS03990,KEGG_Reaction,R01187
10279,WA5_RS03990,KEGG_Reaction,R03013
10280,WA5_RS04085,KEGG_Reaction,R00258
10281,WA5_RS04085,KEGG_Reaction,R00355
10282,WA5_RS04085,KEGG_Reaction,R00694
10283,WA5_RS04085,KEGG_Reaction,R00734
10284,WA5_RS04085,KEGG_Reaction,R00896
10285,WA5_RS04085,KEGG_Reaction,R01215
10286,WA5_RS04085,KEGG_Reaction,R02433
10287,WA5_RS04085,KEGG_Reaction,R02619
10288,WA5_RS04085,KEGG_Reaction,R04475
10289,WA5_RS04085,KEGG_Reaction,R05052
10290,WA5_RS04155,KEGG_Reaction,R04173
10291,WA5_RS04155,KEGG_Reaction,R05085
10292,WA5_RS04160,KEGG_Reaction,R00351
10293,WA5_RS04170,KEGG_Reaction,R00742
10294,WA5_RS04170,KEGG_Reaction,R04386
10295,WA5_RS04195,KEGG_Reaction,R01624
10296,WA5_RS04195,KEGG_Reaction,R01626
10297,WA5_RS04195,KEGG_Reaction,R04355
10298,WA5_RS04195,KEGG_Reaction,R04428
10299,WA5_RS04195,KEGG_Reaction,R04429
10300,WA5_RS04195,KEGG_Reaction,R04533
10301,WA5_RS04195,KEGG_Reaction,R04534
10302,WA5_RS04195,KEGG_Reaction,R04535
10303,WA5_RS04195,KEGG_Reaction,R04536
10304,WA5_RS04195,KEGG_Reaction,R04537
10305,WA5_RS04195,KEGG_Reaction,R04543
10306,WA5_RS04195,KEGG_Reaction,R04544
10307,WA5_RS04195,KEGG_Reaction,R04566
10308,WA5_RS04195,KEGG_Reaction,R04568
10309,WA5_RS04195,KEGG_Reaction,R04724
10310,WA5_RS04195,KEGG_Reaction,R04726
10311,WA5_RS04195,KEGG_Reaction,R04952
10312,WA5_RS04195,KEGG_Reaction,R04953
10313,WA5_RS04195,KEGG_Reaction,R04954
10314,WA5_RS04195,KEGG_Reaction,R04955
10315,WA5_RS04195,KEGG_Reaction,R04957
10316,WA5_RS04195,KEGG_Reaction,R04958
10317,WA5_RS04195,KEGG_Reaction,R04960
10318,WA5_RS04195,KEGG_Reaction,R04961
10319,WA5_RS04195,KEGG_Reaction,R04963
10320,WA5_RS04195,KEGG_Reaction,R04964
10321,WA5_RS04195,KEGG_Reaction,R04965
10322,WA5_RS04195,KEGG_Reaction,R04966
10323,WA5_RS04195,KEGG_Reaction,R04968
10324,WA5_RS04195,KEGG_Reaction,R04969
10325,WA5_RS04195,KEGG_Reaction,R07762
10326,WA5_RS04195,KEGG_Reaction,R07763
10327,WA5_RS04195,KEGG_Reaction,R07764
10328,WA5_RS04195,KEGG_Reaction,R07765
10329,WA5_RS04195,KEGG_Reaction,R10700
10330,WA5_RS04210,KEGG_Reaction,R01776
10331,WA5_RS04235,KEGG_Reaction,R00936
10332,WA5_RS04235,KEGG_Reaction,R00937
10333,WA5_RS04235,KEGG_Reaction,R00939
10334,WA5_RS04235,KEGG_Reaction,R00940
10335,WA5_RS04235,KEGG_Reaction,R02235
10336,WA5_RS04235,KEGG_Reaction,R02236
10337,WA5_RS04235,KEGG_Reaction,R11765
10338,WA5_RS04240,KEGG_Reaction,R02101
10339,WA5_RS04245,KEGG_Reaction,R00188
10340,WA5_RS04245,KEGG_Reaction,R00508
10341,WA5_RS04275,KEGG_Reaction,R02739
10342,WA5_RS04275,KEGG_Reaction,R02740
10343,WA5_RS04275,KEGG_Reaction,R03321
10344,WA5_RS04285,KEGG_Reaction,R01715
10345,WA5_RS04320,KEGG_Reaction,R04325
10346,WA5_RS04320,KEGG_Reaction,R04326
10347,WA5_RS04325,KEGG_Reaction,R01127
10348,WA5_RS04325,KEGG_Reaction,R04560
10349,WA5_RS04330,KEGG_Reaction,R00362
10350,WA5_RS04400,KEGG_Reaction,R04734
10351,WA5_RS04415,KEGG_Reaction,R02301
10352,WA5_RS04420,KEGG_Reaction,R00289
10353,WA5_RS04425,KEGG_Reaction,R00289
10354,WA5_RS04425,KEGG_Reaction,R09735
10355,WA5_RS04455,KEGG_Reaction,R02108
10356,WA5_RS04455,KEGG_Reaction,R02112
10357,WA5_RS04455,KEGG_Reaction,R11262
10358,WA5_RS04460,KEGG_Reaction,R04072
10359,WA5_RS04460,KEGG_Reaction,R07620
10360,WA5_RS04460,KEGG_Reaction,R11399
10361,WA5_RS04475,KEGG_Reaction,R03659
10362,WA5_RS04475,KEGG_Reaction,R04773
10363,WA5_RS04515,KEGG_Reaction,R00704
10364,WA5_RS04515,KEGG_Reaction,R11591
10365,WA5_RS04555,KEGG_Reaction,R10716
10366,WA5_RS04560,KEGG_Reaction,R05634
10367,WA5_RS04570,KEGG_Reaction,R00174
10368,WA5_RS04570,KEGG_Reaction,R01909
10369,WA5_RS04570,KEGG_Reaction,R02493
10370,WA5_RS04600,KEGG_Reaction,R03026
10371,WA5_RS04600,KEGG_Reaction,R03045
10372,WA5_RS04600,KEGG_Reaction,R04137
10373,WA5_RS04600,KEGG_Reaction,R04170
10374,WA5_RS04600,KEGG_Reaction,R04204
10375,WA5_RS04600,KEGG_Reaction,R04224
10376,WA5_RS04600,KEGG_Reaction,R04738
10377,WA5_RS04600,KEGG_Reaction,R04740
10378,WA5_RS04600,KEGG_Reaction,R04744
10379,WA5_RS04600,KEGG_Reaction,R04746
10380,WA5_RS04600,KEGG_Reaction,R04749
10381,WA5_RS04600,KEGG_Reaction,R05595
10382,WA5_RS04600,KEGG_Reaction,R06411
10383,WA5_RS04600,KEGG_Reaction,R06412
10384,WA5_RS04600,KEGG_Reaction,R06942
10385,WA5_RS04600,KEGG_Reaction,R08093
10386,WA5_RS04685,KEGG_Reaction,R00025
10387,WA5_RS04690,KEGG_Reaction,R01061
10388,WA5_RS04715,KEGG_Reaction,R01049
10389,WA5_RS04720,KEGG_Reaction,R00416
10390,WA5_RS04720,KEGG_Reaction,R05332
10391,WA5_RS04770,KEGG_Reaction,R00494
10392,WA5_RS04770,KEGG_Reaction,R01262
10393,WA5_RS04770,KEGG_Reaction,R01687
10394,WA5_RS04770,KEGG_Reaction,R03867
10395,WA5_RS04770,KEGG_Reaction,R03916
10396,WA5_RS04770,KEGG_Reaction,R03970
10397,WA5_RS04770,KEGG_Reaction,R03971
10398,WA5_RS04770,KEGG_Reaction,R04935
10399,WA5_RS04845,KEGG_Reaction,R00426
10400,WA5_RS04845,KEGG_Reaction,R00720
10401,WA5_RS04845,KEGG_Reaction,R01855
10402,WA5_RS04845,KEGG_Reaction,R02100
10403,WA5_RS04845,KEGG_Reaction,R02720
10404,WA5_RS04845,KEGG_Reaction,R03531
10405,WA5_RS04865,KEGG_Reaction,R00658
10406,WA5_RS04880,KEGG_Reaction,R03409
10407,WA5_RS04890,KEGG_Reaction,R00220
10408,WA5_RS04890,KEGG_Reaction,R00996
10409,WA5_RS04895,KEGG_Reaction,R03458
10410,WA5_RS04895,KEGG_Reaction,R03459
10411,WA5_RS04945,KEGG_Reaction,R01826
10412,WA5_RS04950,KEGG_Reaction,R06447
10413,WA5_RS04950,KEGG_Reaction,R08528
10414,WA5_RS04960,KEGG_Reaction,R02971
10415,WA5_RS04960,KEGG_Reaction,R03018
10416,WA5_RS04960,KEGG_Reaction,R04391
10417,WA5_RS04965,KEGG_Reaction,R00945
10418,WA5_RS04965,KEGG_Reaction,R09099
10419,WA5_RS04970,KEGG_Reaction,R00985
10420,WA5_RS04970,KEGG_Reaction,R00986
10421,WA5_RS04970,KEGG_Reaction,R01716
10422,WA5_RS04970,KEGG_Reaction,R05553
10423,WA5_RS04990,KEGG_Reaction,R08871
10424,WA5_RS04990,KEGG_Reaction,R08938
10425,WA5_RS05025,KEGG_Reaction,R01082
10426,WA5_RS05065,KEGG_Reaction,R07210
10427,WA5_RS05065,KEGG_Reaction,R10206
10428,WA5_RS05070,KEGG_Reaction,R00762
10429,WA5_RS05070,KEGG_Reaction,R04780
10430,WA5_RS05100,KEGG_Reaction,R05884
10431,WA5_RS05100,KEGG_Reaction,R08210
10432,WA5_RS05180,KEGG_Reaction,R07407
10433,WA5_RS05180,KEGG_Reaction,R07410
10434,WA5_RS05220,KEGG_Reaction,R03470
10435,WA5_RS05265,KEGG_Reaction,R03877
10436,WA5_RS05315,KEGG_Reaction,R07460
10437,WA5_RS05315,KEGG_Reaction,R11528
10438,WA5_RS05315,KEGG_Reaction,R11529
10439,WA5_RS05320,KEGG_Reaction,R03348
10440,WA5_RS05325,KEGG_Reaction,R04292
10441,WA5_RS05350,KEGG_Reaction,R07770
10442,WA5_RS05350,KEGG_Reaction,R07771
10443,WA5_RS05350,KEGG_Reaction,R11143
10444,WA5_RS05365,KEGG_Reaction,R01298
10445,WA5_RS05425,KEGG_Reaction,R02472
10446,WA5_RS05510,KEGG_Reaction,R04365
10447,WA5_RS05520,KEGG_Reaction,R04365
10448,WA5_RS05525,KEGG_Reaction,R02734
10449,WA5_RS05530,KEGG_Reaction,R00182
10450,WA5_RS05530,KEGG_Reaction,R00510
10451,WA5_RS05535,KEGG_Reaction,R03066
10452,WA5_RS05535,KEGG_Reaction,R03067
10453,WA5_RS05555,KEGG_Reaction,R07233
10454,WA5_RS05560,KEGG_Reaction,R00801
10455,WA5_RS05560,KEGG_Reaction,R00802
10456,WA5_RS05560,KEGG_Reaction,R02410
10457,WA5_RS05560,KEGG_Reaction,R03635
10458,WA5_RS05560,KEGG_Reaction,R03921
10459,WA5_RS05560,KEGG_Reaction,R06088
10460,WA5_RS05565,KEGG_Reaction,R02421
10461,WA5_RS05565,KEGG_Reaction,R11530
10462,WA5_RS05570,KEGG_Reaction,R00948
10463,WA5_RS05625,KEGG_Reaction,R00621
10464,WA5_RS05625,KEGG_Reaction,R01933
10465,WA5_RS05625,KEGG_Reaction,R01940
10466,WA5_RS05625,KEGG_Reaction,R03316
10467,WA5_RS05625,KEGG_Reaction,R08549
10468,WA5_RS05640,KEGG_Reaction,R02413
10469,WA5_RS05675,KEGG_Reaction,R04405
10470,WA5_RS05675,KEGG_Reaction,R09365
10471,WA5_RS05685,KEGG_Reaction,R05623
10472,WA5_RS05720,KEGG_Reaction,R11325
10473,WA5_RS05725,KEGG_Reaction,R11325
10474,WA5_RS05760,KEGG_Reaction,R00815
10475,WA5_RS05760,KEGG_Reaction,R03566
10476,WA5_RS05760,KEGG_Reaction,R05249
10477,WA5_RS05760,KEGG_Reaction,R06786
10478,WA5_RS05760,KEGG_Reaction,R06787
10479,WA5_RS05765,KEGG_Reaction,R02988
10480,WA5_RS05765,KEGG_Reaction,R02989
10481,WA5_RS05765,KEGG_Reaction,R05355
10482,WA5_RS05765,KEGG_Reaction,R06848
10483,WA5_RS05765,KEGG_Reaction,R07781
10484,WA5_RS05765,KEGG_Reaction,R09137
10485,WA5_RS05765,KEGG_Reaction,R09138
10486,WA5_RS05765,KEGG_Reaction,R09223
10487,WA5_RS05765,KEGG_Reaction,R09224
10488,WA5_RS05770,KEGG_Reaction,R00817
10489,WA5_RS05770,KEGG_Reaction,R03891
10490,WA5_RS05770,KEGG_Reaction,R04061
10491,WA5_RS05770,KEGG_Reaction,R04258
10492,WA5_RS05770,KEGG_Reaction,R05299
10493,WA5_RS05770,KEGG_Reaction,R08114
10494,WA5_RS05770,KEGG_Reaction,R08115
10495,WA5_RS05770,KEGG_Reaction,R09134
10496,WA5_RS05850,KEGG_Reaction,R00086
10497,WA5_RS05855,KEGG_Reaction,R00429
10498,WA5_RS05870,KEGG_Reaction,R03646
10499,WA5_RS05875,KEGG_Reaction,R00451
10500,WA5_RS05890,KEGG_Reaction,R00480
10501,WA5_RS05890,KEGG_Reaction,R01773
10502,WA5_RS05890,KEGG_Reaction,R01775
10503,WA5_RS05895,KEGG_Reaction,R01771
10504,WA5_RS05905,KEGG_Reaction,R00798
10505,WA5_RS05905,KEGG_Reaction,R01106
10506,WA5_RS05905,KEGG_Reaction,R09497
10507,WA5_RS05915,KEGG_Reaction,R00798
10508,WA5_RS05915,KEGG_Reaction,R01106
10509,WA5_RS05915,KEGG_Reaction,R09497
10510,WA5_RS05920,KEGG_Reaction,R00798
10511,WA5_RS05920,KEGG_Reaction,R01106
10512,WA5_RS05920,KEGG_Reaction,R09497
10513,WA5_RS05955,KEGG_Reaction,R09735
10514,WA5_RS05960,KEGG_Reaction,R09394
10515,WA5_RS05980,KEGG_Reaction,R10806
10516,WA5_RS05985,KEGG_Reaction,R10463
10517,WA5_RS05990,KEGG_Reaction,R08856
10518,WA5_RS06060,KEGG_Reaction,R02765
10519,WA5_RS06060,KEGG_Reaction,R09979
10520,WA5_RS06075,KEGG_Reaction,R07210
10521,WA5_RS06075,KEGG_Reaction,R10206
10522,WA5_RS06095,KEGG_Reaction,R02110
10523,WA5_RS06100,KEGG_Reaction,R09994
10524,WA5_RS06130,KEGG_Reaction,R07460
10525,WA5_RS06130,KEGG_Reaction,R11528
10526,WA5_RS06130,KEGG_Reaction,R11529
10527,WA5_RS06155,KEGG_Reaction,R01920
10528,WA5_RS06155,KEGG_Reaction,R02869
10529,WA5_RS06155,KEGG_Reaction,R08359
10530,WA5_RS06170,KEGG_Reaction,R08700
10531,WA5_RS06185,KEGG_Reaction,R00375
10532,WA5_RS06185,KEGG_Reaction,R00376
10533,WA5_RS06185,KEGG_Reaction,R00377
10534,WA5_RS06185,KEGG_Reaction,R00378
10535,WA5_RS06190,KEGG_Reaction,R00382
10536,WA5_RS06200,KEGG_Reaction,R03905
10537,WA5_RS06200,KEGG_Reaction,R04212
10538,WA5_RS06205,KEGG_Reaction,R03905
10539,WA5_RS06205,KEGG_Reaction,R04212
10540,WA5_RS06220,KEGG_Reaction,R00756
10541,WA5_RS06220,KEGG_Reaction,R00764
10542,WA5_RS06220,KEGG_Reaction,R02073
10543,WA5_RS06220,KEGG_Reaction,R03236
10544,WA5_RS06220,KEGG_Reaction,R04779
10545,WA5_RS06245,KEGG_Reaction,R08247
10546,WA5_RS06265,KEGG_Reaction,R03905
10547,WA5_RS06265,KEGG_Reaction,R04212
10548,WA5_RS06305,KEGG_Reaction,R01209
10549,WA5_RS06305,KEGG_Reaction,R04441
10550,WA5_RS06305,KEGG_Reaction,R05070
10551,WA5_RS06320,KEGG_Reaction,R00006
10552,WA5_RS06320,KEGG_Reaction,R00014
10553,WA5_RS06320,KEGG_Reaction,R00226
10554,WA5_RS06320,KEGG_Reaction,R03050
10555,WA5_RS06320,KEGG_Reaction,R04672
10556,WA5_RS06320,KEGG_Reaction,R04673
10557,WA5_RS06320,KEGG_Reaction,R08648
10558,WA5_RS06325,KEGG_Reaction,R00006
10559,WA5_RS06325,KEGG_Reaction,R00014
10560,WA5_RS06325,KEGG_Reaction,R00226
10561,WA5_RS06325,KEGG_Reaction,R03050
10562,WA5_RS06325,KEGG_Reaction,R04672
10563,WA5_RS06325,KEGG_Reaction,R04673
10564,WA5_RS06325,KEGG_Reaction,R08648
10565,WA5_RS06330,KEGG_Reaction,R03051
10566,WA5_RS06330,KEGG_Reaction,R04439
10567,WA5_RS06330,KEGG_Reaction,R04440
10568,WA5_RS06330,KEGG_Reaction,R05068
10569,WA5_RS06330,KEGG_Reaction,R05069
10570,WA5_RS06330,KEGG_Reaction,R05071
10571,WA5_RS06385,KEGG_Reaction,R01513
10572,WA5_RS06395,KEGG_Reaction,R00994
10573,WA5_RS06395,KEGG_Reaction,R04426
10574,WA5_RS06395,KEGG_Reaction,R10052
10575,WA5_RS06410,KEGG_Reaction,R00375
10576,WA5_RS06410,KEGG_Reaction,R00376
10577,WA5_RS06410,KEGG_Reaction,R00377
10578,WA5_RS06410,KEGG_Reaction,R00378
10579,WA5_RS06425,KEGG_Reaction,R01717
10580,WA5_RS06430,KEGG_Reaction,R05578
10581,WA5_RS06500,KEGG_Reaction,R03472
10582,WA5_RS06510,KEGG_Reaction,R02111
10583,WA5_RS06520,KEGG_Reaction,R01736
10584,WA5_RS06545,KEGG_Reaction,R03896
10585,WA5_RS06545,KEGG_Reaction,R03898
10586,WA5_RS06545,KEGG_Reaction,R03968
10587,WA5_RS06545,KEGG_Reaction,R04001
10588,WA5_RS06545,KEGG_Reaction,R08620
10589,WA5_RS06545,KEGG_Reaction,R08624
10590,WA5_RS06545,KEGG_Reaction,R08628
10591,WA5_RS06545,KEGG_Reaction,R08634
10592,WA5_RS06545,KEGG_Reaction,R08641
10593,WA5_RS06545,KEGG_Reaction,R08645
10594,WA5_RS06545,KEGG_Reaction,R10170
10595,WA5_RS06550,KEGG_Reaction,R03896
10596,WA5_RS06550,KEGG_Reaction,R03898
10597,WA5_RS06550,KEGG_Reaction,R03968
10598,WA5_RS06550,KEGG_Reaction,R04001
10599,WA5_RS06550,KEGG_Reaction,R10170
10600,WA5_RS06565,KEGG_Reaction,R00842
10601,WA5_RS06565,KEGG_Reaction,R00844
10602,WA5_RS06570,KEGG_Reaction,R01150
10603,WA5_RS06580,KEGG_Reaction,R00617
10604,WA5_RS06605,KEGG_Reaction,R07234
10605,WA5_RS06610,KEGG_Reaction,R03035
10606,WA5_RS06735,KEGG_Reaction,R00375
10607,WA5_RS06735,KEGG_Reaction,R00376
10608,WA5_RS06735,KEGG_Reaction,R00377
10609,WA5_RS06735,KEGG_Reaction,R00378
10610,WA5_RS06775,KEGG_Reaction,R00130
10611,WA5_RS06795,KEGG_Reaction,R01245
10612,WA5_RS06795,KEGG_Reaction,R01273
10613,WA5_RS06795,KEGG_Reaction,R01677
10614,WA5_RS06795,KEGG_Reaction,R01770
10615,WA5_RS06795,KEGG_Reaction,R02137
10616,WA5_RS06795,KEGG_Reaction,R02143
10617,WA5_RS06805,KEGG_Reaction,R01051
10618,WA5_RS06805,KEGG_Reaction,R02750
10619,WA5_RS06840,KEGG_Reaction,R02964
10620,WA5_RS06840,KEGG_Reaction,R03643
10621,WA5_RS06840,KEGG_Reaction,R03816
10622,WA5_RS06915,KEGG_Reaction,R01030
10623,WA5_RS06915,KEGG_Reaction,R01470
10624,WA5_RS06925,KEGG_Reaction,R03660
10625,WA5_RS06930,KEGG_Reaction,R03660
10626,WA5_RS06950,KEGG_Reaction,R03443
10627,WA5_RS06955,KEGG_Reaction,R00259
10628,WA5_RS06955,KEGG_Reaction,R02282
10629,WA5_RS06960,KEGG_Reaction,R02649
10630,WA5_RS06965,KEGG_Reaction,R02283
10631,WA5_RS06965,KEGG_Reaction,R04475
10632,WA5_RS06970,KEGG_Reaction,R01398
10633,WA5_RS06980,KEGG_Reaction,R01954
10634,WA5_RS06985,KEGG_Reaction,R01086
10635,WA5_RS07010,KEGG_Reaction,R02918
10636,WA5_RS07060,KEGG_Reaction,R00104
10637,WA5_RS07080,KEGG_Reaction,R00571
10638,WA5_RS07080,KEGG_Reaction,R00573
10639,WA5_RS07085,KEGG_Reaction,R01054
10640,WA5_RS07115,KEGG_Reaction,R01931
10641,WA5_RS07115,KEGG_Reaction,R03105
10642,WA5_RS07115,KEGG_Reaction,R03106
10643,WA5_RS07130,KEGG_Reaction,R00158
10644,WA5_RS07130,KEGG_Reaction,R00512
10645,WA5_RS07130,KEGG_Reaction,R01665
10646,WA5_RS07255,KEGG_Reaction,R01528
10647,WA5_RS07255,KEGG_Reaction,R10221
10648,WA5_RS07310,KEGG_Reaction,R03223
10649,WA5_RS07310,KEGG_Reaction,R03471
10650,WA5_RS07310,KEGG_Reaction,R04509
10651,WA5_RS07310,KEGG_Reaction,R10712
10652,WA5_RS07315,KEGG_Reaction,R04448
10653,WA5_RS07390,KEGG_Reaction,R01009
10654,WA5_RS07405,KEGG_Reaction,R02250
10655,WA5_RS07405,KEGG_Reaction,R02687
10656,WA5_RS07410,KEGG_Reaction,R05217
10657,WA5_RS07415,KEGG_Reaction,R05149
10658,WA5_RS07460,KEGG_Reaction,R11207
10659,WA5_RS07505,KEGG_Reaction,R00490
10660,WA5_RS07510,KEGG_Reaction,R01071
10661,WA5_RS07515,KEGG_Reaction,R04035
10662,WA5_RS07525,KEGG_Reaction,R00946
10663,WA5_RS07525,KEGG_Reaction,R09365
10664,WA5_RS07560,KEGG_Reaction,R03650
10665,WA5_RS07565,KEGG_Reaction,R05627
10666,WA5_RS07580,KEGG_Reaction,R01867
10667,WA5_RS07580,KEGG_Reaction,R01868
10668,WA5_RS07640,KEGG_Reaction,R00833
10669,WA5_RS07645,KEGG_Reaction,R00833
10670,WA5_RS07680,KEGG_Reaction,R00310
10671,WA5_RS07680,KEGG_Reaction,R11329
10672,WA5_RS07695,KEGG_Reaction,R01324
10673,WA5_RS07695,KEGG_Reaction,R01325
10674,WA5_RS07695,KEGG_Reaction,R01900
10675,WA5_RS07705,KEGG_Reaction,R01230
10676,WA5_RS07705,KEGG_Reaction,R01231
10677,WA5_RS07705,KEGG_Reaction,R08244
10678,WA5_RS16485,KEGG_Reaction,R04018
10679,WA5_RS16490,KEGG_Reaction,R04018
10680,WA5_RS07795,KEGG_Reaction,R03599
10681,WA5_RS07795,KEGG_Reaction,R11528
10682,WA5_RS07835,KEGG_Reaction,R07412
10683,WA5_RS07850,KEGG_Reaction,R07411
10684,WA5_RS07855,KEGG_Reaction,R01067
10685,WA5_RS07855,KEGG_Reaction,R01641
10686,WA5_RS07855,KEGG_Reaction,R01830
10687,WA5_RS07855,KEGG_Reaction,R06590
10688,WA5_RS07860,KEGG_Reaction,R01827
10689,WA5_RS07865,KEGG_Reaction,R00835
10690,WA5_RS07865,KEGG_Reaction,R02736
10691,WA5_RS07865,KEGG_Reaction,R10907
10692,WA5_RS07875,KEGG_Reaction,R02035
10693,WA5_RS07880,KEGG_Reaction,R00610
10694,WA5_RS07890,KEGG_Reaction,R00610
10695,WA5_RS07895,KEGG_Reaction,R00671
10696,WA5_RS07910,KEGG_Reaction,R00345
10697,WA5_RS07915,KEGG_Reaction,R01015
10698,WA5_RS07920,KEGG_Reaction,R01015
10699,WA5_RS07920,KEGG_Reaction,R01512
10700,WA5_RS07925,KEGG_Reaction,R01061
10701,WA5_RS07955,KEGG_Reaction,R04457
10702,WA5_RS07960,KEGG_Reaction,R00425
10703,WA5_RS07960,KEGG_Reaction,R07281
10704,WA5_RS07965,KEGG_Reaction,R00066
10705,WA5_RS07970,KEGG_Reaction,R03458
10706,WA5_RS07970,KEGG_Reaction,R03459
10707,WA5_RS07975,KEGG_Reaction,R01529
10708,WA5_RS07985,KEGG_Reaction,R03940
10709,WA5_RS08000,KEGG_Reaction,R00177
10710,WA5_RS08000,KEGG_Reaction,R04771
10711,WA5_RS08005,KEGG_Reaction,R03269
10712,WA5_RS08005,KEGG_Reaction,R04231
10713,WA5_RS08010,KEGG_Reaction,R00435
10714,WA5_RS08010,KEGG_Reaction,R00441
10715,WA5_RS08010,KEGG_Reaction,R00442
10716,WA5_RS08010,KEGG_Reaction,R00443
10717,WA5_RS08015,KEGG_Reaction,R00332
10718,WA5_RS08015,KEGG_Reaction,R02090
10719,WA5_RS08025,KEGG_Reaction,R00965
10720,WA5_RS08030,KEGG_Reaction,R00256
10721,WA5_RS08030,KEGG_Reaction,R00575
10722,WA5_RS08030,KEGG_Reaction,R01395
10723,WA5_RS08030,KEGG_Reaction,R10948
10724,WA5_RS08030,KEGG_Reaction,R10949
10725,WA5_RS08035,KEGG_Reaction,R00256
10726,WA5_RS08035,KEGG_Reaction,R00575
10727,WA5_RS08035,KEGG_Reaction,R01395
10728,WA5_RS08035,KEGG_Reaction,R10948
10729,WA5_RS08035,KEGG_Reaction,R10949
10730,WA5_RS08040,KEGG_Reaction,R01993
10731,WA5_RS08045,KEGG_Reaction,R01397
10732,WA5_RS08050,KEGG_Reaction,R00966
10733,WA5_RS08090,KEGG_Reaction,R02412
10734,WA5_RS08090,KEGG_Reaction,R03083
10735,WA5_RS08095,KEGG_Reaction,R02412
10736,WA5_RS08100,KEGG_Reaction,R01714
10737,WA5_RS08130,KEGG_Reaction,R02413
10738,WA5_RS08145,KEGG_Reaction,R03038
10739,WA5_RS08160,KEGG_Reaction,R05577
10740,WA5_RS08210,KEGG_Reaction,R00220
10741,WA5_RS08210,KEGG_Reaction,R00590
10742,WA5_RS08215,KEGG_Reaction,R00848
10743,WA5_RS08220,KEGG_Reaction,R03655
10744,WA5_RS08245,KEGG_Reaction,R00336
10745,WA5_RS08245,KEGG_Reaction,R00429
10746,WA5_RS08250,KEGG_Reaction,R00190
10747,WA5_RS08250,KEGG_Reaction,R01229
